Brewery Index,Beer Index,Scraping Remarks / Errors,Date of latest review,Expression Name,Producer,Bottler,Country of Origin,Drink Type,Drink Category,Age,ABV,88B Website Review Link,Official Description,Producer Website Link,Photo Link
174,4,,"Mon, 29 Aug 2016 09:40:08 +0000",SledgeHammer Double IPA,Khor Kar Brewery (Homebrew),,Singapore,Beer,"Homebrew, IPA - Imperial / Double",,9.8% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
174,5,,"Sun, 15 May 2016 06:34:30 +0000",English IPA,Khor Kar Brewery (Homebrew),,Singapore,Beer,"Homebrew, IPA - English",,5.5% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
174,6,,"Sun, 28 Aug 2016 15:06:06 +0000",MyBelle Saison,Khor Kar Brewery (Homebrew),,Singapore,Beer,"Homebrew, Farmhouse Ale - Saison",,5.5% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
174,7,,"Sun, 28 Aug 2016 14:19:21 +0000",Oji Bourbon Stout,Khor Kar Brewery (Homebrew),,Singapore,Beer,"Homebrew, Stout - Other",,6% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
174,8,,,MoCIT-Sim Pale Ale,Khor Kar Brewery (Homebrew),,Singapore,Beer,"Homebrew, Pale Ale - American",,5.5% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
175,1,,"Wed, 22 Jan 2020 06:00:08 +0000",Nude Leak Vol. 2,Ryania  (Homebrew),,Singapore,Beer,"Homebrew, Imperial Pale Ale",,4.5% ABV,,Not really an IPA...,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
175,2,,"Sat, 11 Oct 2014 14:22:45 +0000",Nude Leak Ale,Ryania  (Homebrew),,Singapore,Beer,"Homebrew, Blonde / Golden Ale - Other",,5.5% ABV,,A basic drink-at-home beer to combat Singapore's high alcohol costs.,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
175,3,,"Sat, 18 Jan 2020 22:04:47 +0000",Seasons Beatings,Ryania  (Homebrew),,Singapore,Beer,"Homebrew, Spiced / Herbed Beer",,5% ABV,,Christmas beer... a few weeks late.,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
175,4,,"Tue, 07 Apr 2015 12:34:31 +0000",Nude Leak Amarillo IPA,Ryania  (Homebrew),,Singapore,Beer,"Homebrew, IPA - American",,6% ABV,,4th batch,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
175,5,,"Fri, 24 Apr 2015 08:56:12 +0000",Nude Leak Pale,Ryania  (Homebrew),,Singapore,Beer,"Homebrew, Pale Ale - American",,6% ABV,,Saaz,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
176,1,,"Sun, 31 May 2020 11:58:13 +0000",38007 Simtra Mosalaxy IPA,38 Brewing Co. (Homebrew),,Singapore,Beer,"Homebrew, IPA - American",,7% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
176,2,,"Sat, 20 Jun 2020 07:10:29 +0000",38008 All Together IPA,38 Brewing Co. (Homebrew),,Singapore,Beer,"Homebrew, IPA - American",,6.7% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
176,3,,"Wed, 15 Jul 2020 12:21:52 +0000",38009 A Galaxy of Hops Galaxy IPA,38 Brewing Co. (Homebrew),,Singapore,Beer,"Homebrew, IPA - American",,7% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
176,4,,"Sun, 17 Jan 2021 17:53:43 +0000",Professor Philip,38 Brewing Co. (Homebrew),,Singapore,Beer,"Homebrew, Stout - Irish Dry",,5.5% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
176,5,,"Sun, 21 Feb 2021 19:29:58 +0000",Hand of Bear,38 Brewing Co. (Homebrew),,Singapore,Beer,"Homebrew, Belgian Strong Golden Ale",,4% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
176,6,,"Sat, 17 Apr 2021 21:17:41 +0000",Fat Cat,38 Brewing Co. (Homebrew),,Singapore,Beer,"Homebrew, Sour - Other",,4% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
176,7,,"Thu, 18 May 2023 11:53:33 +0000",38015 Big Wave Cascade-only,38 Brewing Co. (Homebrew),,Singapore,Beer,"Homebrew, Blonde / Golden Ale - Other",,3.5% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
176,8,,"Fri, 02 Jul 2021 10:13:25 +0000",38014 Peachtree IPA 02,38 Brewing Co. (Homebrew),,Singapore,Beer,"Homebrew, IPA - American",,6.7% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
177,1,,"Fri, 27 Apr 2018 04:05:54 +0000",Hawking’s Federation Ale,Covert Hops Brewing (Homebrew),,Singapore,Beer,"Homebrew, Historical Beer - Burton Ale",,6.83% ABV,,"This is a contemplative beer that warms the body and lubricates the mind. There is no surprise that this beer was a hugely popular British export at the end of the 19th Century. Adapted to the western european pallet around the time of WWI, this variant is less sweet than the version that gained wide acceptance with mid-19th Century Russian royalty. 

Dedicated to Stephen Hawking. 

A wonderfully complex and delicious pint that uses BEST Pilsen malt as it’s base, complemented by the sweetness of Munich, Crystal 100L, and chocolate malts. Hops include Amarillo, Target, Cascade, and Mandarina Bavaria in the boil, and dry hopped with the orange tones of the Bavaria, coplemented by Cascade hops. Yeast used was London ESB English-style ale.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
177,2,,,Czech Dunkel Delight (la série de Talons Hauts),Covert Hops Brewing (Homebrew),,Singapore,Beer,"Homebrew, Lager - Dark",,5.1% ABV,,"This velvety deep red, Czech lager is full of character. The beer surprises with a lovely pilsner backbone that showcases the roasted chocolate and toffee notes, complimented by just the right amount of bitterness. This beer is at home in front of the fire and warmer days on the patio when a lager of character and presence is desired.",,https://assets.untappd.com/site/beer_logos_hd/beer-3800566_b7b99_hd.jpeg
177,3,,,Münchener Dunkel Delight,Covert Hops Brewing (Homebrew),,Singapore,Beer,"Homebrew, Lager - Munich Dunkel",,5% ABV,,"A smooth drinking, Czech dunkel lager. Wonderfully balanced with just enough of the darkness and hops bite to provide personality and presence.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
177,4,,,Marvelous Märzen,Covert Hops Brewing (Homebrew),,Singapore,Beer,"Homebrew, Märzen",,5.5% ABV,,"A wonderfully smooth, approachable (M)Oktoberfest pint with just enough hops character to announce its presence. Easy drinking, Canadian winter pint that pairs well with a BBQ steak and a roaring fireplace.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
177,5,,,Bitchin' Bitter Blonde (la Série De Talons Hauts),Covert Hops Brewing (Homebrew),,Singapore,Beer,"Homebrew, Farmhouse Ale - Bière de Garde",,4.8% ABV,,A light French blonde... biere de garde moderne... that is ready for a slice of orange to complement the tetnager and amirillo hops. Canadian winter is ending and the annual spring thaw is imminent.,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
177,6,,"Thu, 01 Mar 2018 02:07:49 +0000",Nat’s Blonde Biere De Garde Moderne,Covert Hops Brewing (Homebrew),,Singapore,Beer,"Homebrew, Farmhouse Ale - Bière de Garde",,5.51% ABV,,"A wheat ale that is a moderne interpretation of rustic French ale popular at the turn of the 20th century. German influence is present in the malt used, but this pint is decidedly, and demonstrably French!",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
177,7,,,Singapore Heat Buster,Covert Hops Brewing (Homebrew),,Singapore,Beer,"Homebrew, Wheat Beer - American Pale Wheat",,3.5% ABV,,A thirst quenching American wheat beer to fight the Singapore heat. A surprising amount of flavour; bitter with citrus/sour notes and a nose full of summer melon from a mitt full of late addition Mandarin Bavaria hops. Best enjoyed on the patio with a slice of orange and friends.,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
177,8,,,Cranberry Apple Ale,Covert Hops Brewing (Homebrew),,Singapore,Beer,"Homebrew, Cider - Traditional / Apfelwein",,6.2% ABV,,"Cider for beer enthusiasts. Fresh local apples were infused with fresh cranberries, orange and cinnamon to create a tart cider ale. The rosé hue keeps people guessing. The Belgian ale yeast adds an interesting beer note to this cider hybrid.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
177,9,,,FrankenAle,Covert Hops Brewing (Homebrew),,Singapore,Beer,"Homebrew, Pale Ale - American",,5.6% ABV,,"A sessionable American pale ale experiment, fermented with California ale and German lager yeasts (hence the name). The pilsner malt adds a crisp finish to the delicate hops of the subtle orange and stone fruit tastes lent from the Mandarina Bavaria and Huel Melon hops contributions. Lovely orange-gold colour contributes to a smooth tasting pale ale, with subtle taste complexity.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
177,10,,,Crazy Mountain Amber Ale (clone),Covert Hops Brewing (Homebrew),,Singapore,Beer,"Homebrew, Blonde / Golden Ale - Other",,5.6% ABV,,"Inspired by Crazy Mountain's Amber Ale with a little extra ABV to adjust to the Canadian palette. Wonderfully balanced, full mouthfeel, golden in colour.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
178,1,,"Sat, 03 Jul 2021 20:28:35 +0000",Monkey Boy Hefeweizen,Monkey Boy Brews (Homebrew),,Singapore,Beer,"Homebrew, Wheat Beer - Hefeweizen",,N/A ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
178,2,,,Culture Shock 2.0,Monkey Boy Brews (Homebrew),,Singapore,Beer,"Homebrew, Blonde / Golden Ale - Other",,5.2% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
179,1,,"Tue, 25 Oct 2016 21:05:23 +0000",Dougherty's D-IPA,35th Street Brewery (Homebrew),,Singapore,Beer,"Homebrew, IPA - Imperial / Double",,7% ABV,,Great aroma and a good grapefruit flavor.,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
179,2,,"Sun, 29 Dec 2013 13:08:59 +0000",#5 Sparrow Hawk Porter,35th Street Brewery (Homebrew),,Singapore,Beer,"Homebrew, Porter - Other",,6.5% ABV,,A robust porter!,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
179,3,,"Sun, 15 Mar 2015 12:40:33 +0000",Black Blood of the Earth,35th Street Brewery (Homebrew),,Singapore,Beer,"Homebrew, Stout - Imperial / Double",,12.5% ABV,,Thick as oil. Legs for days. Aged on vanilla pods and Wild Turkey soaked toasted oak.,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
179,4,,"Sun, 01 Mar 2015 13:48:19 +0000",DW Clone,35th Street Brewery (Homebrew),,Singapore,Beer,"Homebrew, IPA - Imperial / Double",,8.6% ABV,,"Big nose, big body, big finish.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
180,1,,"Sat, 24 Oct 2020 11:05:40 +0000",#9 East Coast IPA,Singafjord Bryggjarlaug (Homebrew),,Singapore,Beer,"Homebrew, IPA - American",,7.8% ABV,,Brewed without science,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
180,2,,"Sat, 23 Oct 2021 21:28:41 +0000",Romjulsdrøm,Singafjord Bryggjarlaug (Homebrew),,Singapore,Beer,"Homebrew, Stout - Imperial / Double",,8.2% ABV,,"Cinnamon, cocoa nibs, vanilla, nutmeg, coffee, chilli.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
180,3,,"Fri, 30 Jul 2021 03:47:32 +0000",Smidig Kriminell,Singafjord Bryggjarlaug (Homebrew),,Singapore,Beer,"Homebrew, Cream Ale",,6% ABV,,Tuborg inspired,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
180,4,,"Sat, 23 Dec 2023 15:55:49 +0000",Nissepiss,Singafjord Bryggjarlaug (Homebrew),,Singapore,Beer,"Homebrew, Bitter - Extra Special / Strong (ESB)",,7.4% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
181,1,,"Sat, 17 Feb 2024 14:05:17 +0000",Sunny In Kuantan,Lukewarm (Homebrew),,Singapore,Beer,"Homebrew, Pilsner - Other",,5.5% ABV,,"Made in the style of NZ pilsner using a single American hop. Fermented with kveik.

When you've made a guess, hop used is: Sabro",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
181,2,,"Thu, 26 Oct 2023 10:32:50 +0000",Gloog Gloog,Lukewarm (Homebrew),,Singapore,Beer,"Homebrew, Pilsner - Other",,5% ABV,,Why is the pint gone?,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
181,3,,"Sun, 22 Oct 2023 13:07:17 +0000",Special Agent W,Lukewarm (Homebrew),,Singapore,Beer,"Homebrew, Märzen",,6% ABV,,"Old school festbier infiltrated by a malt that don't belong. Sneaking in notes of raisins, nuts & pastries, is the addition of Special W.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
181,4,,"Mon, 06 May 2024 09:19:59 +0000",Delululicious,Lukewarm (Homebrew),,Singapore,Beer,"Homebrew, IPA - Imperial / Double New England / Hazy",,8% ABV,,"Not the solulu we deserve, but the one we need right now.

V1: 8% hbc1019 citra cascade",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
181,5,,"Mon, 13 May 2024 12:13:11 +0000",Delusionship,Lukewarm (Homebrew),,Singapore,Beer,"Homebrew, IPA - Fruited",,7.5% ABV,,Delululicious V1 racked on apricot puree.,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
181,6,,"Thu, 23 May 2024 11:37:07 +0000",Fuwa Fuwa,Lukewarm (Homebrew),,Singapore,Beer,"Homebrew, Pale Ale - New England / Hazy",,5.2% ABV,,"Light, soft and fluffy. 

V1: 5.2% HBC1019 Citra Cascade Idaho 7",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
181,7,,,Open Wide,Lukewarm (Homebrew),,Singapore,Beer,"Homebrew, Pale Ale - American",,5.3% ABV,,Open wide for a swig of this tropical hop juice of a beer! Westie hopped with Cascade and HBC 1019.,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
181,8,,,Piiny the Pretender,Lukewarm (Homebrew),,Singapore,Beer,"Homebrew, IPA - Imperial / Double",,8% ABV,,"West Coast DIPA brewed in reference to a Pliny the Elder clone recipe. 

Hopped with Cascade, Citra, Idaho 7 and Amarillo.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
182,1,,"Wed, 01 Mar 2023 09:18:48 +0000",And A Cherry On Top,Black And White Brewing  (Homebrew),,Singapore,Beer,"Homebrew, Stout - Other",,4.9% ABV,,Cherry Stout,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
182,2,,"Sun, 04 Jul 2021 03:00:19 +0000",Heightened Alert,Black And White Brewing  (Homebrew),,Singapore,Beer,"Homebrew, IPA - English",,4.6% ABV,,Hoppy and a tad earthy,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
182,3,,"Sat, 05 Mar 2022 04:25:12 +0000",Wang Ale,Black And White Brewing  (Homebrew),,Singapore,Beer,"Homebrew, Blonde / Golden Ale - Other",,4% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
182,4,,"Sat, 29 Oct 2022 10:13:07 +0000",Hallowang,Black And White Brewing  (Homebrew),,Singapore,Beer,"Homebrew, IPA - Black / Cascadian Dark Ale",,5.7% ABV,,Black India Ale home brew,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
182,5,,"Fri, 23 Jul 2021 09:35:25 +0000",Born On the 4th,Black And White Brewing  (Homebrew),,Singapore,Beer,"Homebrew, Brown Ale - American",,4% ABV,,Slightly hoppy,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
182,6,,"Thu, 04 Nov 2021 08:57:18 +0000",Stabilisation Phase,Black And White Brewing  (Homebrew),,Singapore,Beer,"Homebrew, Pale Ale - Australian",,4% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
183,1,,"Thu, 19 May 2016 14:33:21 +0000",Blackberry Cherry Cyser,Broadrick Brewhouse (Homebrew),,Singapore,Beer,"Homebrew, Mead - Cyser",,6% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
183,2,,"Thu, 12 Oct 2017 16:17:39 +0000",Happy Belly,Broadrick Brewhouse (Homebrew),,Singapore,Beer,"Homebrew, Sour - Other",,4.7% ABV,,Probiotic malt beverage with natural flavours (passion fruit & mango). Contains live Lactobacillus plantarum.,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
183,3,,"Sun, 28 Aug 2016 15:00:51 +0000",Killer Killer,Broadrick Brewhouse (Homebrew),,Singapore,Beer,"Homebrew, Mead - Melomel",,6% ABV,,"Blood red, medium sweet. A drink for zombies and humans alike. Mead with juice from apples, and black & tart cherries.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
183,4,,"Sun, 28 Aug 2016 14:17:01 +0000",Table Beer,Broadrick Brewhouse (Homebrew),,Singapore,Beer,"Homebrew, Pale Ale - American",,3.7% ABV,,"True session ale hopped with Citra, Amarillo, and CTZ.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
183,5,,"Thu, 12 Oct 2017 16:16:27 +0000",Mosaic Milksicle,Broadrick Brewhouse (Homebrew),,Singapore,Beer,"Homebrew, IPA - Session",,3.8% ABV,,"Hoppy session ale hopped exclusivelybwith Mosaic. Oats, wheat, and lactose for additional body.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
183,6,,,Berry Brûlée Noir,Broadrick Brewhouse (Homebrew),,Singapore,Beer,"Homebrew, Sour - Other",,4.5% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
183,7,,,Joosey Oatmeal APA,Broadrick Brewhouse (Homebrew),,Singapore,Beer,"Homebrew, Pale Ale - American",,5.5% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
184,1,,"Tue, 22 Dec 2020 14:57:11 +0000",Circuit Breaker Stout,Narcamus Brewing (Homebrew),,Singapore,Beer,"Homebrew, Stout - Imperial / Double",,8% ABV,,"Imperial stout aged in a port barrel and finished on cherries, cacao nibs and vanilla pods",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
185,1,,"Sat, 12 Jun 2021 13:40:45 +0000",W-Beer Blond,Willemskwartier (Homebrew),,Singapore,Beer,"Homebrew, Blonde / Golden Ale - Other",,N/A ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
185,2,,"Fri, 10 Sep 2021 17:37:40 +0000",Fruit In the Woods,Willemskwartier (Homebrew),,Singapore,Beer,"Homebrew, IPA - Farmhouse",,25% ABV,,Fruit ?,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
186,1,,,Double Chocolate Milkshake IPA,Sascha’s Homebrew (Homebrew),,Singapore,Beer,"Homebrew, IPA - Milkshake",,N/A ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
186,2,,,Leftover IPA,Sascha’s Homebrew (Homebrew),,Singapore,Beer,"Homebrew, IPA - American",,5.4% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
186,3,,,Punching Punking Pumpkin IPA,Sascha’s Homebrew (Homebrew),,Singapore,Beer,"Homebrew, IPA - Other",,N/A ABV,,Pumpkin Ale hopped with Cryo hops to punch like an IPA,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
186,4,,,Belgian Pumpkin Ale,Sascha’s Homebrew (Homebrew),,Singapore,Beer,"Homebrew, Pumpkin / Yam Beer",,N/A ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
186,5,,,Red IPA,Sascha’s Homebrew (Homebrew),,Singapore,Beer,"Homebrew, IPA - Red",,5.1% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
186,6,,,Porter,Sascha’s Homebrew (Homebrew),,Singapore,Beer,"Homebrew, Porter - Other",,N/A ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
186,7,,,Neipa Homebrew,Sascha’s Homebrew (Homebrew),,Singapore,Beer,"Homebrew, IPA - New England / Hazy",,N/A ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
186,8,,,Home Brew Neipa,Sascha’s Homebrew (Homebrew),,Singapore,Beer,"Homebrew, IPA - New England / Hazy",,N/A ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
187,1,,"Mon, 29 Aug 2016 03:28:38 +0000",Bronze Axe,Graham Hunt (Homebrew),,Singapore,Beer,"Homebrew, IPA - Other",,6.5% ABV,,A blunted axe from the Bronze Age. Strong IPA with high IBU. Dry-hopped for extra aroma.,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
187,2,,"Sun, 28 Aug 2016 15:13:18 +0000",Mea Culpa Red IPA,Graham Hunt (Homebrew),,Singapore,Beer,"Homebrew, IPA - American",,7.7% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
187,3,,"Sun, 28 Aug 2016 14:04:24 +0000",Czech Pilsner,Graham Hunt (Homebrew),,Singapore,Beer,"Homebrew, Pilsner - Czech / Bohemian",,5.2% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
187,4,,,Bohemian Lager,Graham Hunt (Homebrew),,Singapore,Beer,"Homebrew, Lager - Pale",,5.1% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
187,5,,,German Kölsch,Graham Hunt (Homebrew),,Singapore,Beer,"Homebrew, Kölsch",,5% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
187,6,,"Sat, 27 Oct 2018 07:58:13 +0000",Nein Nicht Lager,Graham Hunt (Homebrew),,Singapore,Beer,"Homebrew, Kölsch",,N/A ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
188,1,,"Sun, 21 Jun 2015 01:11:06 +0000",Lemon Quest,Sandy N Dave Brewing (Homebrew),,Singapore,Beer,"Homebrew, Cider - Traditional / Apfelwein",,4.5% ABV,,Cool refreshing hard lemonade,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
188,2,,"Sat, 17 Oct 2015 19:48:42 +0000",Ginger Beer,Sandy N Dave Brewing (Homebrew),,Singapore,Beer,"Homebrew, Hard Ginger Beer",,4.5% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
188,3,,"Sat, 10 May 2014 05:25:15 +0000",Wild Berry Cider,Sandy N Dave Brewing (Homebrew),,Singapore,Beer,"Homebrew, Cider - Traditional / Apfelwein",,4.5% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
188,4,,"Tue, 29 Apr 2014 10:45:22 +0000",English Nut Brown Ale,Sandy N Dave Brewing (Homebrew),,Singapore,Beer,"Homebrew, Brown Ale - English",,5% ABV,,Partial Mash. One of my early brews,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
188,5,,"Thu, 01 May 2014 06:41:51 +0000",Mead,Sandy N Dave Brewing (Homebrew),,Singapore,Beer,"Homebrew, Mead - Other",,7.2% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
188,6,,"Sat, 14 Jun 2014 01:11:39 +0000",Citra Pale Ale,Sandy N Dave Brewing (Homebrew),,Singapore,Beer,"Homebrew, Pale Ale - American",,4.6% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
188,7,,"Sat, 23 Aug 2014 05:20:58 +0000",Nutty Barrel Brown,Sandy N Dave Brewing (Homebrew),,Singapore,Beer,"Homebrew, Brown Ale - English",,5.3% ABV,,Barrel Aged Nutty Brown English Ale,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
189,1,,"Sat, 19 Nov 2022 03:03:06 +0000",Brekkie Stout,Kegnologic (Homebrew),,Singapore,Beer,"Homebrew, Stout - American",,5.5% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
189,2,,"Tue, 25 Jan 2022 13:28:49 +0000","Insanity, Why Are You My Clarity",Kegnologic (Homebrew),,Singapore,Beer,"Homebrew, IPA - Triple",,10% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
189,3,,,Drop the Hammer DIPA,Kegnologic (Homebrew),,Singapore,Beer,"Homebrew, IPA - Imperial / Double",,8% ABV,,"Hoppy. Punchy. Malty.

When you’re sick and tired of cruising along with the everyday folk, drop the hammer, blaze a trail. This double IPA is full bodied with a robust malt backbone. Mango and grapefruit notes dance with the dankness of the generous hop bill. Go on, leave ~no man~ everyone behind.",,https://assets.untappd.com/site/beer_logos_hd/beer-5294582_80252_hd.jpeg
189,4,,,Limited Edition Homebrewer's Series : Plum Porter,Kegnologic (Homebrew),,Singapore,Beer,"Homebrew, Porter - Other",,5.5% ABV,,"Easy-going yet flavourful with toastiness from the dark malts. This is contrasted beautifully with plum and slightly accentuated with a hint of umami.

""I Made This Beer"" is an intiative by local homebrewers to co-create unique beers with professional breweries in Singapore. It creates the opportunity for hobbyists to collaborate with and learn directly from industry experts on the enigmatic world of brewing. In our quest to support local, Kegnologic has partnered with the SG Homebrewers to share this series of unique beers with you. Join us in this journey, appreciate the movement, taste the accessible craft!",,https://assets.untappd.com/site/beer_logos_hd/beer-5294597_7e3f3_hd.jpeg
189,5,,,Planet of the Haze,Kegnologic (Homebrew),,Singapore,Beer,"Homebrew, IPA - New England / Hazy",,5.5% ABV,,"5.5% ABV 

Juicy. Hazy. Fruity.

It’s a global takeover, surrender to the haze race. Heaps of oats and wheat come together to create a silky and pillowy soft mouthfeel that everyone including your grandmother has come to love. The medley of mango, pineapple and citrus flavours take over control. Who run the world – Haze.",,https://assets.untappd.com/site/beer_logos_hd/beer-5294708_92c6e_hd.jpeg
189,6,,,R2D2 - Lager,Kegnologic (Homebrew),,Singapore,Beer,"Homebrew, Pilsner - Other",,5% ABV,,"5.0% ABV

Clean. Refreshing. Crisp. 

Beep-boop-bee-doo-weep…This beer is a tribute to our original beer dispenser that resembles this famous robot. This crisp thirst quencher displays subtle notes of honey, and achieves a wonderful balance of malt and hop bitterness. Brewed with a specially selected yeast and Asian-centric hops. Like R2D2, it is friendly, loyal and ensures everyone has a good time.",,https://assets.untappd.com/site/beer_logos_hd/beer-5294711_b97c8_hd.jpeg
190,1,,"Wed, 06 Jul 2022 00:21:51 +0000",Canadian Blonde,Braddell Heights Brewery (Homebrew),,Singapore,Beer,"Homebrew, Blonde / Golden Ale - Other",,N/A ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
190,2,,"Sat, 30 May 2020 01:07:32 +0000",Brandon’s Beer - Experiment One,Braddell Heights Brewery (Homebrew),,Singapore,Beer,"Homebrew, Lager - American",,4.5% ABV,,"A delightful first beer out of the Braddell Heights Brewery. Crisp and light, a great Lager.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
190,3,,"Tue, 23 Jun 2020 09:35:30 +0000",Brandon’s Draught,Braddell Heights Brewery (Homebrew),,Singapore,Beer,"Homebrew, Lager - American",,5% ABV,,A second marvelous effort heading for a more complex beer this time.,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
190,4,,"Tue, 23 Jun 2020 09:38:23 +0000",Brandon’s Juicy IPA,Braddell Heights Brewery (Homebrew),,Singapore,Beer,"Homebrew, IPA - English",,5% ABV,,3rd effort going for a different style that compliments the first two.,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
